(concept_label-concept_in_Eng-MRS_concept AkrAmaka_1 aggressive_1 _aggressive_a_1)
(concept_label-concept_in_Eng-MRS_concept AkrAmaka_2 militant_2 _militant_a_1)
(concept_label-concept_in_Eng-MRS_concept AkrAmaka+rUpa+se_1 aggressively_1 _aggressive_a_1)
(concept_label-concept_in_Eng-MRS_concept AkramaNa_2 charge_1 _charge_n_of)
(concept_label-concept_in_Eng-MRS_concept AkramaNa_3 invasion_1 _invasion_n_of)
(concept_label-concept_in_Eng-MRS_concept AkramaNa_4 occupation_2 _occupation_n_1)
(concept_label-concept_in_Eng-MRS_concept AkramaNa+kara_1 attack_3 _attack_v_1)
(concept_label-concept_in_Eng-MRS_concept AkramaNa+kara_2 invade_1 _invade_v_1)
(concept_label-concept_in_Eng-MRS_concept akRaraSa_1 literally_1 _literal_a_1)
(concept_label-concept_in_Eng-MRS_concept akRawa_1 unhurt_1 _hurt_v_1)
(concept_label-concept_in_Eng-MRS_concept akRuNNa_2 unimpaired_1 _unimpaired_a_1)
(concept_label-concept_in_Eng-MRS_concept aksara_1 often_1 _often_a_1)
(concept_label-concept_in_Eng-MRS_concept AksIjana_1 oxygen_1 _oxygen_n_1)
(concept_label-concept_in_Eng-MRS_concept akuSala_1 maladroit_1 _maladroit_a_1)
(concept_label-concept_in_Eng-MRS_concept AKyAna_1 saga_1 _saga_n_of)
(concept_label-concept_in_Eng-MRS_concept AlA_2 niche_1 _niche_n_1)
(concept_label-concept_in_Eng-MRS_concept alaBya+kalAkqwi_1 curio_1 _curio_n_1)
(concept_label-concept_in_Eng-MRS_concept alacIlI_1 inflexible_2 _inflexible_a_1)
(concept_label-concept_in_Eng-MRS_concept alaga_8 severally_1 _several_a_1)
(concept_label-concept_in_Eng-MRS_concept alagaho_1 part_4 _part_v_1)
(concept_label-concept_in_Eng-MRS_concept alaga+ho_2 sunder_1 _sunder_v_1)
(concept_label-concept_in_Eng-MRS_concept alaga+kara_1 disconnect_1 _disconnect_v_1)
(concept_label-concept_in_Eng-MRS_concept alaga+kara_4 insulate_2 _insulate_v_1)
(concept_label-concept_in_Eng-MRS_concept alaga+kara_5 remove_4 _remove_v_1)
(concept_label-concept_in_Eng-MRS_concept alaga+kara_6 sunder_2 _sunder_v_1)
(concept_label-concept_in_Eng-MRS_concept alaga+karanA+yA+ho+jA_1 dissociate_1 _dissociate_v_cause)
(concept_label-concept_in_Eng-MRS_concept alaga+raKa_2 isolate_1 _isolate_v_1)
(concept_label-concept_in_Eng-MRS_concept alaga+raKanA_1 aside_2 _aside_p)
(concept_label-concept_in_Eng-MRS_concept alaga+se+raKa_1 earmark_1 _earmark_v_for)
(concept_label-concept_in_Eng-MRS_concept alamArI_1 closet_1 _closet_n_1)
(concept_label-concept_in_Eng-MRS_concept alamArI_2 cupboard_1 _cupboard_n_1)
(concept_label-concept_in_Eng-MRS_concept alamArI_3 press_7 _press_n_1)
(concept_label-concept_in_Eng-MRS_concept alaMkAra_1 metaphor_1 _metaphor_n_1)
(concept_label-concept_in_Eng-MRS_concept alaMkaraNa_2 flourish_4 _flourish_n_1)
(concept_label-concept_in_Eng-MRS_concept AlaMkArika_1 figurative_1 _figurative_a_1)
